pair,timeframe,rank,total_pnl,winrate,profit_factor,trades,swing_window,max_hold,require_fvg,use_choch_filter
SOLUSDT,1h,74,2.0872,0.5411,1.2586,231,7,15,True,True
SOLUSDT,1h,75,2.0165,0.5111,1.1785,270,7,20,True,False
SOLUSDT,1h,76,2.0132,0.5266,1.1834,376,3,10,True,True
SOLUSDT,1h,77,1.9943,0.5298,1.2017,285,5,15,False,True
SOLUSDT,1h,78,1.9143,0.5033,1.16,306,3,20,False,True
SOLUSDT,1h,79,1.8733,0.5375,1.1641,320,3,15,True,True
SOLUSDT,1h,80,1.7157,0.5031,1.2072,161,15,30,True,False
SOLUSDT,1h,81,1.6099,0.5463,1.1888,205,7,20,True,True
SOLUSDT,1h,82,1.559,0.4398,1.1011,357,3,30,False,False
SOLUSDT,1h,83,1.4662,0.5212,1.1507,259,5,15,True,True
SOLUSDT,1h,84,1.4591,0.4358,1.0966,335,3,30,True,False
SOLUSDT,1h,85,1.4573,0.4731,1.1116,260,5,30,True,False
SOLUSDT,1h,86,1.4391,0.4729,1.1159,258,3,30,False,True
SOLUSDT,1h,87,1.4043,0.4833,1.1319,209,5,30,False,True
SOLUSDT,1h,88,1.4006,0.4835,1.1123,242,3,30,True,True
SOLUSDT,1h,89,1.3012,0.5167,1.143,300,5,10,True,True
SOLUSDT,1h,90,1.2643,0.51,1.1208,251,5,20,False,True
SOLUSDT,1h,91,1.0976,0.4974,1.1027,193,5,30,True,True
SOLUSDT,1h,92,0.9663,0.5108,1.1001,186,7,30,False,True
SOLUSDT,1h,93,0.8779,0.4433,1.0628,282,5,30,False,False
SOLUSDT,1h,94,0.8742,0.4983,1.0726,287,3,20,True,True
SOLUSDT,1h,95,0.7082,0.4856,1.0561,243,7,30,False,False
SOLUSDT,1h,96,0.6817,0.5085,1.0664,234,5,20,True,True
SOLUSDT,1h,97,0.4145,0.4683,1.0366,205,10,30,False,False
SOLUSDT,1h,98,0.2789,0.5,1.0224,226,7,30,True,False
SOLUSDT,1h,99,0.21,0.5116,1.0213,172,7,30,True,True
SOLUSDT,1h,100,0.1898,0.4921,1.0173,189,10,30,True,False
